,0,1,2,3
0,Left_Mesrd_to_Theo_Slope,Left_Mesrd_to_Theo_Intcpt,Right_Mesrd_to_Theo_Slope,Right_Mesrd_to_Theo_Intcpt
1,1.1534956910325769,0.3432290644061595,1.2593565849912485,2.4994680927432853
