,0,1,2,3
0,Left_Mesrd_to_Theo_Slope,Left_Mesrd_to_Theo_Intcpt,Right_Mesrd_to_Theo_Slope,Right_Mesrd_to_Theo_Intcpt
1,1.2441728128258063,1.8153159331083373,1.1478390080848762,-0.1762955855635937
